## ================================================================================================================
## Date de Création du fichier     : 2022-05-04
## Auteur                          : Division Hydrographique du Service d'Irrigation - DHSI - (1918 - 1940)
##                                   Direction générale des travaux publics
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Code station                    : 40501
## Nom station                     : AMONT DU BASSIN - RIVIERE GRISE
## ----------------------------------------------------------------------------------------------------------------
## Superficie bassin               : 276           ; (DHSI [km²])
## Altitude station                : 220           ; (DHSI [m])
## Longitude                       : 72.11         ; (DHSI [degré.minute W])
## Latitude                        : 18.3          ; (DHSI [degré.minute N])
## Données manquantes              : 15             ; [%]
## Débits disponibles              : 1919-01-01    ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAAMMJJ]
## Q                               : débits [m3/s]
## ================================================================================================================

Date;	Q
19330525;	5.4
19330526;	5.4
19330527;	7.35
19330528;	6.3
19330529;	8.25
19330530;	7.95
19330531;	5.7
19330601;	4.68
19330602;	6.75
19330603;	12
19330604;	13.6
19330605;	11.6
19330606;	9.3
19330607;	9.65
19330608;	16
19330609;	12.8
19330610;	11.2
19330611;	8.95
19330612;	7.05
19330613;	6
19330614;	5.55
19330615;	5.1
19330616;	6.15
19330617;	7.05
19330618;	6.15
19330619;	5.7
19330620;	6.9
19330621;	9.65
19330622;	10
19330623;	8.95
19330624;	7.65
19330625;	7.05
19330626;	7.05
19330627;	7.5
19330628;	8.6
19330629;	8.25
19330630;	7.8
19330701;	7.2
19330702;	6.4
19330703;	6.75
19330704;	7.35
19330705;	6.45
19330706;	6
19330707;	5.55
19330708;	5.1
19330709;	4.76
19330710;	4.42
19330711;	4.96
19330712;	5.4
19330713;	4.82
19330714;	4.42
19330715;	4.29
19330716;	4.68
19330717;	6.15
19330718;	7.2
19330719;	6.75
19330720;	6.15
19330721;	5.55
19330722;	5.25
19330723;	5.1
19330724;	4.82
19330725;	4.68
19330726;	4.42
19330727;	4.55
19330728;	4.45
19330729;	4.29
19330730;	4.04
19330731;	4.04
19330801;	4.04
19330802;	4.04
19330803;	3.92
19330804;	3.8
19330805;	3.92
19330806;	3.92
19330807;	4.29
19330808;	4.04
19330809;	3.8
19330810;	3.8
19330811;	3.56
19330812;	3.8
19330813;	5.4
19330814;	5.4
19330815;	4.42
19330816;	4.04
19330817;	3.8
19330818;	4.04
19330819;	5.7
19330820;	5.25
19330821;	5.4
19330822;	5.1
19330823;	NA
19330824;	NA
19330825;	NA
19330826;	NA
19330827;	NA
19330828;	NA
19330829;	NA
19330830;	NA
19330831;	NA
19330901;	NA
19330902;	NA
19330903;	NA
19330904;	NA
19330905;	NA
19330906;	NA
19330907;	NA
19330908;	NA
19330909;	NA
19330910;	NA
19330911;	NA
19330912;	NA
19330913;	NA
19330914;	NA
19330915;	NA
19330916;	NA
19330917;	NA
19330918;	NA
19330919;	NA
19330920;	NA
19330921;	NA
19330922;	NA
19330923;	NA
19330924;	NA
19330925;	NA
19330926;	NA
19330927;	NA
19330928;	NA
19330929;	NA
19330930;	NA
19331001;	NA
19331002;	NA
19331003;	10.2
19331004;	10.2
19331005;	9.6
19331006;	9.2
19331007;	9
19331008;	8.2
19331009;	9.6
19331010;	NA
19331011;	9
19331012;	8.8
19331013;	NA
19331014;	NA
19331015;	9.4
19331016;	NA
19331017;	NA
19331018;	NA
19331019;	9.2
19331020;	8.6
19331021;	8.4
19331022;	8.2
19331023;	7.9
19331024;	7.6
19331025;	7.15
19331026;	6.85
19331027;	6.25
19331028;	6.25
19331029;	6.25
19331030;	6.7
19331031;	7.15
19331101;	8.2
19331102;	8.8
19331103;	8.05
19331104;	7.9
19331105;	7.6
19331106;	7.15
19331107;	6.85
19331108;	6.4
19331109;	6.25
19331110;	6.1
19331111;	5.8
19331112;	5.65
19331113;	5.5
19331114;	5.5
19331115;	5.5
19331116;	5.2
19331117;	5.35
19331118;	5.2
19331119;	4.92
19331120;	4.78
19331121;	4.64
19331122;	4.64
19331123;	4.5
19331124;	4.3
19331125;	4.22
19331126;	4.08
19331127;	4.08
19331128;	3.96
19331129;	3.82
19331130;	3.82
19331201;	3.7
19331202;	3.58
19331203;	3.58
19331204;	3.46
19331205;	3.46
19331206;	3.34
19331207;	3.34
19331208;	3.22
19331209;	3.22
19331210;	3.18
19331211;	3.1
19331212;	3.1
19331213;	2.99
19331214;	3
19331215;	2.92
19331216;	2.92
19331217;	2.82
19331218;	2.74
19331219;	2.74
19331220;	2.72
19331221;	2.72
19331222;	2.6
19331223;	2.66
19331224;	2.74
19331225;	2.74
19331226;	2.64
19331227;	2.64
19331228;	2.92
19331229;	2.74
19331230;	2.64
19331231;	2.74
19340101;	2.48
19340102;	2.48
19340103;	2.48
19340104;	2.41
19340105;	2.36
19340106;	2.31
19340107;	2.31
19340108;	2.26
19340109;	2.26
19340110;	2.21
19340111;	2.21
19340112;	2.21
19340113;	2.17
19340114;	2.12
19340115;	2.12
19340116;	2.12
19340117;	2.12
19340118;	2.12
19340119;	2.08
19340120;	2.08
19340121;	2.08
19340122;	2.08
19340123;	2.03
19340124;	2.03
19340125;	1.99
19340126;	1.99
19340127;	1.99
19340128;	2.03
19340129;	1.99
19340130;	1.99
19340131;	1.94
19340201;	1.86
19340202;	1.86
19340203;	1.8
19340204;	1.8
19340205;	1.92
19340206;	1.8
19340207;	1.8
19340208;	1.92
19340209;	1.86
19340210;	1.86
19340211;	1.86
19340212;	1.84
19340213;	1.82
19340214;	1.82
19340215;	1.82
19340216;	1.82
19340217;	1.82
19340218;	1.82
19340219;	1.82
19340220;	1.82
19340221;	1.82
19340222;	1.82
19340223;	1.82
19340224;	1.82
19340225;	1.82
19340226;	1.77
19340227;	1.77
19340228;	1.77
19340301;	1.73
19340302;	1.73
19340303;	1.77
19340304;	1.77
19340305;	1.77
19340306;	1.77
19340307;	1.77
19340308;	1.77
19340309;	1.82
19340310;	1.82
19340311;	1.77
19340312;	1.77
19340313;	1.94
19340314;	1.9
19340315;	1.8
19340316;	1.86
19340317;	1.86
19340318;	1.82
19340319;	1.77
19340320;	1.9
19340321;	1.82
19340322;	1.8
19340323;	1.82
19340324;	1.82
19340325;	1.86
19340326;	2.03
19340327;	1.82
19340328;	1.86
19340329;	2.21
19340330;	2.17
19340331;	2.08
19340401;	2.03
19340402;	1.94
19340403;	1.9
19340404;	2.17
19340405;	2.26
19340406;	2.39
19340407;	2.48
19340408;	3.22
19340409;	2.98
19340410;	2.56
19340411;	2.36
19340412;	2.17
19340413;	2.12
19340414;	2.21
19340415;	2.03
19340416;	1.99
19340417;	1.94
19340418;	1.9
19340419;	1.86
19340420;	1.82
19340421;	1.82
19340422;	1.82
19340423;	1.82
19340424;	1.86
19340425;	1.99
19340426;	1.9
19340427;	1.86
19340428;	1.86
19340429;	1.86
19340430;	1.86
19340501;	2.08
19340502;	1.99
19340503;	1.94
19340504;	1.99
19340505;	2.12
19340506;	2.82
19340507;	2.92
19340508;	2.72
19340509;	2.62
19340510;	2.62
19340511;	2.82
19340512;	5.05
19340513;	5.8
19340514;	5.8
19340515;	7
19340516;	5.2
19340517;	4.64
19340518;	4.08
19340519;	3.82
19340520;	3.82
19340521;	3.82
19340522;	4.08
19340523;	4.08
19340524;	4.22
19340525;	5.95
19340526;	6.4
19340527;	5.05
19340528;	4.64
19340529;	4.5
19340530;	4.36
19340531;	4.36
19340601;	4.38
19340602;	4.36
19340603;	4.22
19340604;	4.22
19340605;	4.36
19340606;	4.5
19340607;	4.36
19340608;	4.5
19340609;	4.5
19340610;	4.5
19340611;	4.64
19340612;	4.64
19340613;	4.5
19340614;	4.5
19340615;	4.5
19340616;	4.5
19340617;	4.64
19340618;	4.78
19340619;	5.2
19340620;	5.2
19340621;	5.5
19340622;	5.8
19340623;	5.65
19340624;	5.65
19340625;	5.5
19340626;	5.2
19340627;	5.05
19340628;	4.92
19340629;	4.64
19340630;	4.64
19340701;	4.36
19340702;	4.22
19340703;	4.08
19340704;	4.08
19340705;	4.36
19340706;	5.2
19340707;	6.4
19340708;	5.5
19340709;	5.35
19340710;	5.2
19340711;	4.92
19340712;	4.64
19340713;	4.5
19340714;	4.36
19340715;	4.08
19340716;	4.08
19340717;	3.9
19340718;	3.82
19340719;	3.58
19340720;	3.58
19340721;	3.58
19340722;	3.58
19340723;	3.58
19340724;	4.36
19340725;	4.22
19340726;	4.36
19340727;	4.64
19340728;	4.36
19340729;	3.96
19340730;	3.7
19340731;	3.58
19340801;	3.58
19340802;	3.82
19340803;	4.36
19340804;	4.08
19340805;	3.96
19340806;	3.82
19340807;	3.7
19340808;	3.58
19340809;	3.58
19340810;	3.34
19340811;	3.34
19340812;	3.34
19340813;	3.34
19340814;	3.58
19340815;	4.36
19340816;	5.65
19340817;	4.36
19340818;	4.08
19340819;	3.82
19340820;	3.96
19340821;	3.96
19340822;	3.96
19340823;	4.08
19340824;	4
19340825;	4.64
19340826;	5.2
19340827;	5.05
19340828;	4.78
19340829;	4.36
19340830;	4.36
19340831;	4.22
19340901;	4.22
19340902;	4.36
19340903;	4.5
19340904;	4.78
19340905;	5.05
19340906;	5.95
19340907;	5.8
19340908;	4.92
19340909;	4.64
19340910;	4.92
19340911;	7
19340912;	5.8
19340913;	5.2
19340914;	4.92
19340915;	3.82
19340916;	3.34
19340917;	3.58
19340918;	3.82
19340919;	3.82
19340920;	3.34
19340921;	3.18
19340922;	3.18
19340923;	3.18
19340924;	3.18
19340925;	3.82
19340926;	4.36
19340927;	3.46
19340928;	3.18
19340929;	3.18
19340930;	3.18
19341001;	4.78
19341002;	5.2
19341003;	5.05
19341004;	4.78
19341005;	4.5
19341006;	6.55
19341007;	5.35
19341008;	4.64
19341009;	4.64
19341010;	4.08
19341011;	3.92
19341012;	3.75
19341013;	3.58
19341014;	3.7
19341015;	4.08
19341016;	4.5
19341017;	3.7
19341018;	3.46
19341019;	3.46
19341020;	9.4
19341021;	9.4
19341022;	8.2
19341023;	7.3
19341024;	7
19341025;	6.85
19341026;	6.4
19341027;	6.4
19341028;	6.4
19341029;	6.4
19341030;	6.4
19341031;	6.4
19341101;	7
19341102;	6.85
19341103;	6.55
19341104;	6.4
19341105;	6.25
19341106;	6.7
19341107;	6.1
19341108;	5.95
19341109;	5.8
19341110;	5.8
19341111;	6.1
19341112;	5.8
19341113;	5.5
19341114;	5.2
19341115;	4.92
19341116;	5.65
19341117;	6.4
19341118;	6.7
19341119;	6.1
19341120;	5.35
19341121;	NA
19341122;	4.92
19341123;	4.64
19341124;	4.5
19341125;	4.36
19341126;	4.08
19341127;	3.96
19341128;	3.82
19341129;	3.7
19341130;	3.82
19341201;	3.82
19341202;	3.7
19341203;	3.7
19341204;	3.7
19341205;	3.7
19341206;	3.82
19341207;	3.7
19341208;	4.08
19341209;	3.82
19341210;	3.96
19341211;	3.96
19341212;	4.22
19341213;	4.36
19341214;	4.5
19341215;	4.36
19341216;	4.5
19341217;	4.36
19341218;	4.5
19341219;	4.78
19341220;	4.5
19341221;	4.36
19341222;	4.22
19341223;	4.08
19341224;	4.08
19341225;	4.08
19341226;	3.96
19341227;	3.82
19341228;	3.82
19341229;	3.7
19341230;	3.7
19341231;	3.7
19350101;	3.58
19350102;	3.46
19350103;	3.46
19350104;	3.46
19350105;	3.34
19350106;	3.34
19350107;	3.34
19350108;	3.34
19350109;	3.22
19350110;	3.1
19350111;	3.1
19350112;	3.1
19350113;	2.98
19350114;	2.92
19350115;	2.86
19350116;	2.76
19350117;	2.76
19350118;	2.76
19350119;	2.72
19350120;	2.62
19350121;	2.62
19350122;	2.62
19350123;	2.62
19350124;	2.52
19350125;	2.46
19350126;	2.46
19350127;	2.36
19350128;	2.72
19350129;	2.46
19350130;	2.41
19350131;	2.36
19350201;	2.36
19350202;	2.62
19350203;	2.86
19350204;	3.34
19350205;	2.82
19350206;	2.62
19350207;	2.56
19350208;	2.52
19350209;	2.56
19350210;	2.53
19350211;	2.46
19350212;	2.46
19350213;	2.86
19350214;	2.36
19350215;	2.31
19350216;	2.26
19350217;	2.26
19350218;	2.21
19350219;	2.21
19350220;	2.21
19350221;	2.21
19350222;	2.21
19350223;	2.21
19350224;	2.17
19350225;	2.12
19350226;	2.03
19350227;	2.03
19350228;	2.03
19350301;	2.21
19350302;	2.36
19350303;	2.12
19350304;	2.03
19350305;	1.99
19350306;	1.99
19350307;	1.99
19350308;	1.99
19350309;	1.9
19350310;	1.9
19350311;	1.9
19350312;	1.86
19350313;	1.86
19350314;	1.82
19350315;	1.82
19350316;	1.82
19350317;	1.9
19350318;	1.88
19350319;	1.86
19350320;	1.86
19350321;	1.77
19350322;	1.77
19350323;	1.73
19350324;	1.73
19350325;	1.68
19350326;	1.68
19350327;	1.68
19350328;	1.77
19350329;	1.88
19350330;	1.86
19350331;	1.68
19350401;	1.68
19350402;	1.64
19350403;	1.64
19350404;	1.6
19350405;	1.56
19350406;	1.56
19350407;	1.52
19350408;	1.52
19350409;	1.52
19350410;	1.52
19350411;	1.48
19350412;	1.48
19350413;	1.48
19350414;	1.48
19350415;	1.6
19350416;	1.68
19350417;	1.56
19350418;	1.52
19350419;	1.52
19350420;	1.43
19350421;	1.39
19350422;	1.39
19350423;	1.39
19350424;	1.35
19350425;	1.31
19350426;	1.35
19350427;	1.39
19350428;	1.73
19350429;	1.56
19350430;	1.52
19350501;	1.73
19350502;	1.6
19350503;	1.6
19350504;	1.73
19350505;	2.26
19350506;	1.82
19350507;	1.82
19350508;	1.82
19350509;	2.29
19350510;	3.46
19350511;	2.17
19350512;	1.86
19350513;	2.08
19350514;	2.46
19350515;	2.46
19350516;	2.26
19350517;	2.08
19350518;	1.94
19350519;	1.99
19350520;	1.9
19350521;	1.86
19350522;	1.9
19350523;	1.9
19350524;	1.94
19350525;	2.36
19350526;	2.31
19350527;	2.66
19350528;	3.58
19350529;	3.1
19350530;	3.1
19350531;	2.92
19350601;	2.76
19350602;	2.62
19350603;	2.62
19350604;	2.82
19350605;	2.56
19350606;	2.72
19350607;	3.1
19350608;	3.22
19350609;	2.8
19350610;	2.82
19350611;	3.1
19350612;	3.1
19350613;	2.98
19350614;	3.04
19350615;	3.1
19350616;	2.98
19350617;	3.04
19350618;	3.22
19350619;	3.1
19350620;	2.98
19350621;	2.92
19350622;	2.86
19350623;	2.92
19350624;	2.98
19350625;	3.04
19350626;	3.22
19350627;	3.46
19350628;	3.46
19350629;	3.46
19350630;	3.22
19350701;	3.7
19350702;	4.5
19350703;	3.82
19350704;	3.58
19350705;	3.58
19350706;	3.58
19350707;	3.82
19350708;	3.82
19350709;	3.7
19350710;	3.58
19350711;	3.58
19350712;	3.46
19350713;	3.46
19350714;	3.34
19350715;	3.34
19350716;	3.58
19350717;	3.46
19350718;	3.46
19350719;	3.34
19350720;	3.34
19350721;	3.34
19350722;	3.34
19350723;	3.34
19350724;	3.82
19350725;	3.7
19350726;	NA
19350727;	NA
19350728;	NA
19350729;	3.58
19350730;	3.46
19350731;	3.34
19350801;	3.28
19350802;	3.22
19350803;	3.16
19350804;	3.1
19350805;	3.22
19350806;	3.96
19350807;	4.08
19350808;	4.36
19350809;	3.82
19350810;	3.58
19350811;	3.58
19350812;	3.46
19350813;	3.34
19350814;	3.46
19350815;	3.46
19350816;	3.82
19350817;	3.82
19350818;	4.5
19350819;	4.08
19350820;	4.36
19350821;	4.5
19350822;	4.64
19350823;	4.5
19350824;	4.5
19350825;	4.92
19350826;	4.92
19350827;	5.2
19350828;	5.8
19350829;	5.65
19350830;	5.65
19350831;	4.92
19350901;	4.92
19350902;	4.92
19350903;	5.2
19350904;	4.92
19350905;	4.92
19350906;	4.78
19350907;	4.64
19350908;	4.78
19350909;	4.64
19350910;	4.36
19350911;	4.64
19350912;	4.5
19350913;	4.36
19350914;	4.36
19350915;	4.36
19350916;	4.36
19350917;	4.36
19350918;	4.22
19350919;	4.22
19350920;	4.64
19350921;	5.05
19350922;	4.64
19350923;	4.5
19350924;	4.36
19350925;	4.36
19350926;	4.36
19350927;	4.5
19350928;	4.5
19350929;	4.3
19350930;	4.64
19351001;	NA
19351002;	NA
19351003;	NA
19351004;	NA
19351005;	NA
19351006;	NA
19351007;	NA
19351008;	NA
19351009;	NA
19351010;	NA
19351011;	NA
19351012;	NA
19351013;	NA
19351014;	NA
19351015;	NA
19351016;	NA
19351017;	NA
19351018;	NA
19351019;	NA
19351020;	NA
19351021;	NA
19351022;	NA
19351023;	NA
19351024;	NA
19351025;	NA
19351026;	NA
19351027;	NA
19351028;	NA
19351029;	NA
19351030;	NA
19351031;	NA
19351101;	NA
19351102;	NA
19351103;	NA
19351104;	NA
19351105;	NA
19351106;	NA
19351107;	NA
19351108;	NA
19351109;	NA
19351110;	NA
19351111;	6.8
19351112;	NA
19351113;	6.65
19351114;	6.3
19351115;	6.3
19351116;	6
19351117;	5.7
19351118;	5.7
19351119;	5.45
19351120;	5.15
19351121;	5.15
19351122;	5
19351123;	5.15
19351124;	5
19351125;	4.88
19351126;	4.88
19351127;	4.88
19351128;	6.8
19351129;	5
19351130;	4.88
19351201;	4.48
19351202;	4.36
19351203;	4.24
19351204;	4.12
19351205;	4
19351206;	3.88
19351207;	3.88
19351208;	3.76
19351209;	3.64
19351210;	3.64
19351211;	3.52
19351212;	3.4
19351213;	3.4
19351214;	3.52
19351215;	3.69
19351216;	3.4
19351217;	3.3
19351218;	3.2
19351219;	3.1
19351220;	3.1
19351221;	3
19351222;	3
19351223;	2.9
19351224;	2.9
19351225;	2.9
19351226;	2.9
19351227;	2.9
19351228;	2.8
19351229;	2.8
19351230;	2.7
19351231;	2.7
19360101;	2.7
19360102;	2.7
19360103;	2.7
19360104;	2.6
19360105;	2.6
19360106;	2.6
19360107;	2.5
19360108;	2.5
19360109;	2.4
19360110;	2.4
19360111;	2.4
19360112;	2.4
19360113;	2.4
19360114;	2.32
19360115;	2.32
19360116;	2.32
19360117;	2.32
19360118;	2.24
19360119;	2.24
19360120;	2.08
19360121;	2.08
19360122;	2.08
19360123;	2
19360124;	2.08
19360125;	2.08
19360126;	2
19360127;	2
19360128;	2
19360129;	2
19360130;	2
19360131;	2
19360201;	2
19360202;	2
19360203;	2
19360204;	1.92
19360205;	1.92
19360206;	1.92
19360207;	1.92
19360208;	1.92
19360209;	1.92
19360210;	1.92
19360211;	1.92
19360212;	1.92
19360213;	1.84
19360214;	1.84
19360215;	1.84
19360216;	1.84
19360217;	1.84
19360218;	1.76
19360219;	1.76
19360220;	1.76
19360221;	1.76
19360222;	1.68
19360223;	1.84
19360224;	1.84
19360225;	1.76
19360226;	1.6
19360227;	1.54
19360228;	1.54
19360229;	1.54
19360301;	1.6
19360302;	1.68
19360303;	1.84
19360304;	1.68
19360305;	1.68
19360306;	1.6
19360307;	1.54
19360308;	1.54
19360309;	1.54
19360310;	1.48
19360311;	1.48
19360312;	1.48
19360313;	1.6
19360314;	1.6
19360315;	1.48
19360316;	1.43
19360317;	1.41
19360318;	1.41
19360319;	1.41
19360320;	1.41
19360321;	1.41
19360322;	1.41
19360323;	1.43
19360324;	1.41
19360325;	1.41
19360326;	1.36
19360327;	1.36
19360328;	1.36
19360329;	1.36
19360330;	1.36
19360331;	1.36
19360401;	1.36
19360402;	1.33
19360403;	1.31
19360404;	1.31
19360405;	1.31
19360406;	1.31
19360407;	1.29
19360408;	1.29
19360409;	1.26
19360410;	1.26
19360411;	1.26
19360412;	1.26
19360413;	1.31
19360414;	1.31
19360415;	1.31
19360416;	1.36
19360417;	1.31
19360418;	1.26
19360419;	1.24
19360420;	1.21
19360421;	1.31
19360422;	1.31
19360423;	1.21
19360424;	1.21
19360425;	1.21
19360426;	1.21
19360427;	1.49
19360428;	1.31
19360429;	1.21
19360430;	1.19
19360501;	1.17
19360502;	1.35
19360503;	1.85
19360504;	2.1
19360505;	2.32
19360506;	2.65
19360507;	2.24
19360508;	2.16
19360509;	2.56
19360510;	4.6
19360511;	3
19360512;	2.5
19360513;	2.6
19360514;	3.1
19360515;	3.3
19360516;	6
19360517;	14.1
19360518;	15
19360519;	12.8
19360520;	12.4
19360521;	12.4
19360522;	12.8
19360523;	12.8
19360524;	12.8
19360525;	11.26
19360526;	10.5
19360527;	10.5
19360528;	9.75
19360529;	9.25
19360530;	8.75
19360531;	8.3
19360601;	7.8
19360602;	7.3
19360603;	8.3
19360604;	7.6
19360605;	7.1
19360606;	7.1
19360607;	6.8
19360608;	11.6
19360609;	12
19360610;	10.5
19360611;	9.75
19360612;	10.1
19360613;	9.75
19360614;	9.05
19360615;	8.7
19360616;	9.75
19360617;	8.3
19360618;	7.6
19360619;	9.05
19360620;	8.5
19360621;	8.7
19360622;	9.75
19360623;	9.05
19360624;	10.1
19360625;	9.75
19360626;	9.75
19360627;	11.6
19360628;	10.85
19360629;	9.05
19360630;	7.95
19360701;	7.3
19360702;	6.65
19360703;	5.85
19360704;	6.15
19360705;	6
19360706;	6
19360707;	6
19360708;	5.7
19360709;	5.7
19360710;	5.45
19360711;	5.45
19360712;	5.3
19360713;	5
19360714;	4.88
19360715;	4.88
19360716;	4.74
19360717;	4.88
19360718;	4.6
19360719;	4.48
19360720;	4.48
19360721;	4.48
19360722;	4.48
19360723;	4.48
19360724;	4.48
19360725;	4.48
19360726;	4.48
19360727;	4.48
19360728;	4.48
19360729;	4.48
19360730;	4.36
19360731;	4.36
19360801;	3.88
19360802;	4.12
19360803;	5.7
19360804;	4.48
19360805;	5
19360806;	4.6
19360807;	4.48
19360808;	4.3
19360809;	4.36
19360810;	4.12
19360811;	4.12
19360812;	5
19360813;	4.36
19360814;	5
19360815;	7.8
19360816;	5.7
19360817;	6.8
19360818;	9.75
19360819;	6.15
19360820;	5.45
19360821;	5.85
19360822;	5.6
19360823;	4.88
19360824;	5.3
19360825;	9.75
19360826;	7.3
19360827;	6.3
19360828;	6
19360829;	5.7
19360830;	5.45
19360831;	5.45
19360901;	5.15
19360902;	4.88
19360903;	4.88
19360904;	5.7
19360905;	6.8
19360906;	7.3
19360907;	6.8
19360908;	6.65
19360909;	7.3
19360910;	10.5
19360911;	9.4
19360912;	9.05
19360913;	8.5
19360914;	8.7
19360915;	16.4
19360916;	14.6
19360917;	14.1
19360918;	12.8
19360919;	12.4
19360920;	12
19360921;	12
19360922;	13.6
19360923;	10.85
19360924;	10.1
19360925;	14.4
19360926;	8.15
19360927;	6.95
19360928;	7.3
19360929;	6.5
19360930;	7.3
19361001;	9.05
19361002;	10.85
19361003;	11.6
19361004;	9.4
19361005;	10.1
19361006;	8.5
19361007;	6.95
19361008;	6
19361009;	5.3
19361010;	4.6
19361011;	4.36
19361012;	4.12
19361013;	4.12
19361014;	4.12
19361015;	4.6
19361016;	4.48
19361017;	4.24
19361018;	5.15
19361019;	4.74
19361020;	4.36
19361021;	4.24
19361022;	5.45
19361023;	7
19361024;	6
19361025;	5.6
19361026;	5.15
19361027;	4.6
19361028;	4.36
19361029;	5
19361030;	5
19361031;	4.6
19361101;	4.36
19361102;	4.12
19361103;	4
19361104;	3.88
19361105;	3.88
19361106;	3.88
19361107;	4.12
19361108;	3.76
19361109;	3.64
19361110;	3.52
19361111;	3.52
19361112;	3.52
19361113;	3.4
19361114;	3.4
19361115;	3.3
19361116;	3.4
19361117;	3.76
19361118;	3.2
19361119;	3.2
19361120;	3.1
19361121;	3.1
19361122;	3
19361123;	2.9
19361124;	2.8
19361125;	2.8
19361126;	2.7
19361127;	2.7
19361128;	2.74
19361129;	2.7
19361130;	2.82
19361201;	2.74
19361202;	2.66
19361203;	2.66
19361204;	2.66
19361205;	2.66
19361206;	2.66
19361207;	2.62
19361208;	2.62
19361209;	2.52
19361210;	2.52
19361211;	2.52
19361212;	2.52
19361213;	2.52
19361214;	2.52
19361215;	2.52
19361216;	2.52
19361217;	2.62
19361218;	2.62
19361219;	2.52
19361220;	2.47
19361221;	2.47
19361222;	2.42
19361223;	2.34
19361224;	2.34
19361225;	2.3
19361226;	2.26
19361227;	2.7
19361228;	2.08
19361229;	2
19361230;	2.16
19361231;	2.08
19370101;	2.09
19370102;	2.26
19370103;	2.34
19370104;	2.34
19370105;	2.34
19370106;	2.26
19370107;	2.26
19370108;	2.13
19370109;	2.06
19370110;	2.02
19370111;	1.92
19370112;	1.92
19370113;	1.91
19370114;	1.92
19370115;	1.92
19370116;	1.92
19370117;	1.92
19370118;	1.84
19370119;	1.84
19370120;	1.84
19370121;	1.84
19370122;	1.92
19370123;	1.92
19370124;	1.92
19370125;	1.92
19370126;	1.92
19370127;	1.84
19370128;	1.76
19370129;	1.76
19370130;	1.84
19370131;	1.68
19370201;	1.6
19370202;	1.6
19370203;	1.6
19370204;	1.6
19370205;	1.6
19370206;	1.68
19370207;	1.92
19370208;	1.68
19370209;	1.68
19370210;	1.6
19370211;	1.54
19370212;	1.54
19370213;	1.54
19370214;	1.54
19370215;	1.48
19370216;	1.48
19370217;	1.48
19370218;	1.45
19370219;	1.45
19370220;	1.43
19370221;	1.48
19370222;	1.43
19370223;	1.41
19370224;	1.43
19370225;	1.48
19370226;	1.54
19370227;	2.16
19370228;	1.68
19370301;	1.54
19370302;	1.43
19370303;	1.38
19370304;	1.38
19370305;	1.41
19370306;	1.41
19370307;	1.41
19370308;	1.41
19370309;	1.36
19370310;	1.33
19370311;	1.33
19370312;	1.36
19370313;	1.48
19370314;	1.92
19370315;	1.6
19370316;	1.48
19370317;	1.41
19370318;	1.38
19370319;	1.48
19370320;	1.6
19370321;	1.45
19370322;	1.41
19370323;	1.38
19370324;	1.41
19370325;	1.36
19370326;	1.31
19370327;	1.33
19370328;	1.31
19370329;	1.31
19370330;	1.29
19370331;	1.29
19370401;	1.24
19370402;	1.24
19370403;	1.41
19370404;	1.54
19370405;	1.41
19370406;	1.48
19370407;	1.41
19370408;	1.36
19370409;	1.26
19370410;	1.22
19370411;	1.26
19370412;	1.26
19370413;	1.26
19370414;	1.26
19370415;	1.28
19370416;	1.21
19370417;	1.21
19370418;	1.19
19370419;	1.24
19370420;	1.31
19370421;	1.24
19370422;	1.2
19370423;	1.2
19370424;	1.22
19370425;	1.28
19370426;	1.39
19370427;	1.76
19370428;	1.6
19370429;	1.6
19370430;	1.54
19370501;	2.32
19370502;	2.32
19370503;	2.4
19370504;	3
19370505;	5.6
19370506;	3.7
19370507;	2.8
19370508;	2.6
19370509;	2.32
19370510;	2.7
19370511;	2.9
19370512;	2.4
19370513;	2.7
19370514;	3.2
19370515;	2.7
19370516;	NA
19370517;	NA
19370518;	NA
19370519;	NA
19370520;	NA
19370521;	NA
19370522;	NA
19370523;	NA
19370524;	NA
19370525;	NA
19370526;	5.6
19370527;	5.45
19370528;	7.8
19370529;	21.5
19370530;	21.5
19370531;	19.8
19370601;	16.8
19370602;	16.4
19370603;	14.1
19370604;	12.4
19370605;	12
19370606;	11.6
19370607;	12
19370608;	10.5
19370609;	10.1
19370610;	10.5
19370611;	10.85
19370612;	10.1
19370613;	10.5
19370614;	12
19370615;	14.1
19370616;	12.4
19370617;	11.6
19370618;	10.5
19370619;	9.05
19370620;	9.05
19370621;	8.3
19370622;	7.3
19370623;	6.8
19370624;	6.8
19370625;	6.5
19370626;	6
19370627;	5.85
19370628;	5.3
19370629;	5
19370630;	4.88
19370701;	4.6
19370702;	4.48
19370703;	5.3
19370704;	9.05
19370705;	7.6
19370706;	6.8
19370707;	6.5
19370708;	6.85
19370709;	6.4
19370710;	7
19370711;	7.55
19370712;	8.15
19370713;	8.7
19370714;	7.2
19370715;	5.7
19370716;	5.45
19370717;	5.25
19370718;	4.88
19370719;	4.68
19370720;	4.86
19370721;	5.05
19370722;	5.7
19370723;	5.7
19370724;	5.05
19370725;	4.36
19370726;	4.24
19370727;	4
19370728;	3.88
19370729;	3.76
19370730;	3.64
